timestamp,user_id,event_type,endpoint,response_time_ms,cpu_percent,memory_percent,status_code
2026-08-24T13:59:43.081038+00:00,user_95,api_request,/login,735,43.59,61.03,200
2026-08-24T13:59:43.091038+00:00,user_75,logout,/checkout,991,17.66,39.91,400
2026-08-24T13:59:43.101038+00:00,user_52,purchase,/,885,33.5,62.45,200
2026-08-24T13:59:43.111038+00:00,user_65,logout,/checkout,317,24.88,55.44,200
2026-08-24T13:59:43.121038+00:00,user_74,logout,/api/orders,169,78.25,86.97,400
2026-08-24T13:59:43.131038+00:00,user_100,search,/api/orders,436,57.87,73.9,201
2026-08-24T13:59:43.141038+00:00,user_9,search,/products,968,59.88,21.91,200
2026-08-24T13:59:43.151038+00:00,user_46,purchase,/,743,69.6,76.01,200
2026-08-24T13:59:43.161038+00:00,user_87,api_request,/checkout,767,80.74,37.38,200
2026-08-24T13:59:43.171038+00:00,user_28,purchase,/search,127,57.14,32.49,200
2026-08-24T13:59:43.181038+00:00,user_64,api_request,/products,237,90.51,67.82,404
2026-08-24T13:59:43.191038+00:00,user_26,login,/checkout,290,72.51,81.09,200
2026-08-24T13:59:43.201038+00:00,user_85,search,/,209,76.21,28.39,200
2026-08-24T13:59:43.211038+00:00,user_48,purchase,/checkout,832,82.85,87.06,400
2026-08-24T13:59:43.221038+00:00,user_36,search,/dashboard,554,86.34,81.67,200
2026-08-24T13:59:43.231038+00:00,user_74,login,/,832,87.86,39.62,200
2026-08-24T13:59:43.241038+00:00,user_65,logout,/api/users,588,77.94,53.48,200
2026-08-24T13:59:43.251038+00:00,user_90,purchase,/api/orders,931,68.34,32.24,500
2026-08-24T13:59:43.261038+00:00,user_75,page_view,/checkout,373,68.58,20.83,200
2026-08-24T13:59:43.271038+00:00,user_31,logout,/api/orders,420,62.09,38.18,200
2026-08-24T13:59:43.281038+00:00,user_54,api_request,/checkout,677,39.16,32.87,200
2026-08-24T13:59:43.291038+00:00,user_17,purchase,/products,423,82.62,39.57,200
2026-08-24T13:59:43.301038+00:00,user_56,search,/products,883,18.49,38.9,200
2026-08-24T13:59:43.311038+00:00,user_2,login,/api/users,199,78.0,71.7,200
2026-08-24T13:59:43.321038+00:00,user_69,api_request,/checkout,561,21.43,82.53,200
2026-08-24T13:59:43.331038+00:00,user_7,search,/login,854,51.36,37.57,400
2026-08-24T13:59:43.341038+00:00,user_81,page_view,/api/orders,757,23.88,35.08,200
2026-08-24T13:59:43.351038+00:00,user_33,logout,/,812,38.45,45.27,200
2026-08-24T13:59:43.361038+00:00,user_26,purchase,/dashboard,471,20.31,80.72,500
2026-08-24T13:59:43.371038+00:00,user_100,api_request,/api/orders,849,34.19,42.76,200
2026-08-24T13:59:43.381038+00:00,user_19,login,/checkout,960,16.66,62.96,200
2026-08-24T13:59:43.391038+00:00,user_10,page_view,/dashboard,481,63.66,60.01,400
2026-08-24T13:59:43.401038+00:00,user_35,purchase,/api/users,401,29.4,42.18,200
2026-08-24T13:59:43.411038+00:00,user_96,purchase,/api/orders,327,85.45,74.67,404
2026-08-24T13:59:43.421038+00:00,user_31,api_request,/search,473,24.22,79.79,200
2026-08-24T13:59:43.431038+00:00,user_14,page_view,/login,811,69.56,25.6,200
2026-08-24T13:59:43.441038+00:00,user_68,page_view,/login,949,50.22,23.77,201
2026-08-24T13:59:43.451038+00:00,user_50,logout,/products,318,62.54,25.9,404
2026-08-24T13:59:43.461038+00:00,user_68,login,/,303,72.7,51.02,200
2026-08-24T13:59:43.471038+00:00,user_61,search,/search,85,66.4,80.23,200
2026-08-24T13:59:43.481038+00:00,user_23,purchase,/api/orders,611,47.81,87.87,200
2026-08-24T13:59:43.491038+00:00,user_82,api_request,/search,696,73.66,81.41,200
2026-08-24T13:59:43.501038+00:00,user_57,logout,/checkout,980,39.51,57.78,400
2026-08-24T13:59:43.511038+00:00,user_98,login,/checkout,472,32.08,41.25,200
2026-08-24T13:59:43.521038+00:00,user_97,search,/search,343,49.88,20.58,404
2026-08-24T13:59:43.531038+00:00,user_1,purchase,/checkout,59,75.1,75.86,200
2026-08-24T13:59:43.541038+00:00,user_21,api_request,/api/users,243,45.0,59.24,200
2026-08-24T13:59:43.551038+00:00,user_31,purchase,/search,898,42.16,38.41,200
2026-08-24T13:59:43.561038+00:00,user_25,page_view,/dashboard,341,65.12,57.24,200
2026-08-24T13:59:43.571038+00:00,user_35,api_request,/api/orders,189,34.62,64.58,200
2026-08-24T13:59:43.581038+00:00,user_3,login,/login,242,37.25,30.65,500
2026-08-24T13:59:43.591038+00:00,user_30,page_view,/dashboard,338,32.88,70.06,201
2026-08-24T13:59:43.601038+00:00,user_64,logout,/api/orders,65,51.95,43.93,200
2026-08-24T13:59:43.611038+00:00,user_19,page_view,/search,763,77.27,43.12,400
2026-08-24T13:59:43.621038+00:00,user_33,search,/,844,43.36,58.02,200
2026-08-24T13:59:43.631038+00:00,user_57,login,/,174,92.84,70.03,200
2026-08-24T13:59:43.641038+00:00,user_27,search,/api/users,253,49.17,73.97,200
2026-08-24T13:59:43.651038+00:00,user_94,page_view,/login,747,91.7,85.54,200
2026-08-24T13:59:43.661038+00:00,user_7,api_request,/products,309,50.9,40.92,200
2026-08-24T13:59:43.671038+00:00,user_36,purchase,/login,165,30.06,50.39,200
2026-08-24T13:59:43.681038+00:00,user_89,search,/dashboard,455,77.08,20.63,200
2026-08-24T13:59:43.691038+00:00,user_88,purchase,/checkout,430,75.52,37.41,200
2026-08-24T13:59:43.701038+00:00,user_90,purchase,/login,827,63.14,24.18,200
2026-08-24T13:59:43.711038+00:00,user_83,logout,/api/orders,178,51.47,42.17,200
2026-08-24T13:59:43.721038+00:00,user_18,logout,/,800,26.4,68.25,200
2026-08-24T13:59:43.731038+00:00,user_63,login,/dashboard,546,70.06,59.13,200
2026-08-24T13:59:43.741038+00:00,user_77,purchase,/dashboard,606,39.55,71.27,200
2026-08-24T13:59:43.751038+00:00,user_70,logout,/api/orders,120,55.15,51.46,400
2026-08-24T13:59:43.761038+00:00,user_3,purchase,/checkout,50,75.95,55.42,201
2026-08-24T13:59:43.771038+00:00,user_69,search,/products,844,62.72,42.45,200
2026-08-24T13:59:43.781038+00:00,user_37,logout,/api/users,586,68.07,73.6,200
2026-08-24T13:59:43.791038+00:00,user_6,login,/dashboard,706,37.37,26.74,200
2026-08-24T13:59:43.801038+00:00,user_5,purchase,/api/users,944,12.66,27.49,200
2026-08-24T13:59:43.811038+00:00,user_7,logout,/products,723,51.64,63.68,200
2026-08-24T13:59:43.821038+00:00,user_84,search,/login,670,71.02,20.92,404
2026-08-24T13:59:43.831038+00:00,user_54,logout,/,529,78.09,24.25,200
2026-08-24T13:59:43.841038+00:00,user_39,page_view,/products,893,62.44,57.03,201
2026-08-24T13:59:43.851038+00:00,user_25,login,/products,581,18.26,70.76,200
2026-08-24T13:59:43.861038+00:00,user_54,api_request,/login,633,63.15,32.52,201
2026-08-24T13:59:43.871038+00:00,user_86,search,/login,834,64.28,45.06,200
2026-08-24T13:59:43.881038+00:00,user_85,login,/api/orders,220,77.36,58.5,200
2026-08-24T13:59:43.891038+00:00,user_48,search,/api/users,410,86.71,58.51,500
2026-08-24T13:59:43.901038+00:00,user_28,search,/search,895,71.7,62.59,200
2026-08-24T13:59:43.911038+00:00,user_93,page_view,/search,418,91.74,51.32,200
2026-08-24T13:59:43.921038+00:00,user_1,logout,/products,660,11.39,29.46,404
2026-08-24T13:59:43.931038+00:00,user_89,logout,/dashboard,269,82.74,21.52,400
2026-08-24T13:59:43.941038+00:00,user_47,purchase,/products,146,13.21,44.9,200
2026-08-24T13:59:43.951038+00:00,user_73,login,/login,288,31.78,41.02,200
2026-08-24T13:59:43.961038+00:00,user_89,api_request,/login,790,37.6,53.78,200
2026-08-24T13:59:43.971038+00:00,user_49,page_view,/,659,64.59,22.62,400
2026-08-24T13:59:43.981038+00:00,user_54,page_view,/products,993,75.53,44.36,400
2026-08-24T13:59:43.991038+00:00,user_100,api_request,/api/users,815,65.49,62.16,200
2026-08-24T13:59:44.001038+00:00,user_20,logout,/products,105,35.91,22.88,200
2026-08-24T13:59:44.011038+00:00,user_58,purchase,/login,206,14.29,71.21,200
2026-08-24T13:59:44.021038+00:00,user_44,page_view,/api/orders,277,46.71,75.05,200
2026-08-24T13:59:44.031038+00:00,user_52,purchase,/api/users,635,73.35,58.37,200
2026-08-24T13:59:44.041038+00:00,user_26,search,/api/users,842,69.32,73.34,200
2026-08-24T13:59:44.051038+00:00,user_68,login,/products,717,58.56,59.28,500
2026-08-24T13:59:44.061038+00:00,user_74,page_view,/login,123,32.63,50.1,200
2026-08-24T13:59:44.071038+00:00,user_45,purchase,/,737,45.15,45.57,200
