timestamp,user_id,event_type,endpoint,response_time_ms,cpu_percent,memory_percent,status_code
2026-08-24T13:59:36.001114+00:00,user_18,api_request,/login,704,19.46,71.91,200
2026-08-24T13:59:36.011114+00:00,user_5,page_view,/login,742,72.96,58.18,200
2026-08-24T13:59:36.021114+00:00,user_92,api_request,/api/users,273,29.78,62.14,200
2026-08-24T13:59:36.031114+00:00,user_98,login,/api/users,275,48.18,39.47,400
2026-08-24T13:59:36.041114+00:00,user_14,page_view,/api/users,398,33.62,35.07,201
2026-08-24T13:59:36.051114+00:00,user_6,api_request,/api/orders,149,40.51,44.08,200
2026-08-24T13:59:36.061114+00:00,user_38,api_request,/checkout,599,20.61,84.56,200
2026-08-24T13:59:36.071114+00:00,user_99,logout,/login,641,26.34,24.87,200
2026-08-24T13:59:36.081114+00:00,user_82,logout,/dashboard,925,29.79,27.07,200
2026-08-24T13:59:36.091114+00:00,user_88,api_request,/login,429,40.2,66.91,201
2026-08-24T13:59:36.101114+00:00,user_60,search,/search,673,63.97,57.39,200
2026-08-24T13:59:36.111114+00:00,user_99,page_view,/products,997,64.4,58.99,200
2026-08-24T13:59:36.121114+00:00,user_28,purchase,/checkout,891,12.73,42.08,200
2026-08-24T13:59:36.131114+00:00,user_59,login,/search,267,65.71,47.69,404
2026-08-24T13:59:36.141114+00:00,user_75,search,/api/users,192,30.96,59.3,200
2026-08-24T13:59:36.151114+00:00,user_12,page_view,/login,420,28.64,89.83,200
2026-08-24T13:59:36.161114+00:00,user_9,search,/api/users,206,63.33,75.45,200
2026-08-24T13:59:36.171114+00:00,user_2,api_request,/login,660,94.67,57.04,500
2026-08-24T13:59:36.181114+00:00,user_44,page_view,/search,748,85.21,72.56,201
2026-08-24T13:59:36.191114+00:00,user_93,logout,/dashboard,495,23.44,20.23,201
2026-08-24T13:59:36.201114+00:00,user_82,purchase,/products,569,87.57,80.94,200
2026-08-24T13:59:36.211114+00:00,user_68,page_view,/checkout,206,41.78,31.31,500
2026-08-24T13:59:36.221114+00:00,user_40,login,/,550,11.66,85.04,400
2026-08-24T13:59:36.231114+00:00,user_63,page_view,/dashboard,296,84.63,86.29,200
2026-08-24T13:59:36.241114+00:00,user_68,purchase,/api/users,181,66.08,86.28,200
2026-08-24T13:59:36.251114+00:00,user_92,logout,/api/users,266,88.96,72.87,200
2026-08-24T13:59:36.261114+00:00,user_16,login,/products,737,65.24,50.67,200
2026-08-24T13:59:36.271114+00:00,user_29,page_view,/login,115,38.74,61.18,200
2026-08-24T13:59:36.281114+00:00,user_43,page_view,/products,774,63.64,36.03,404
2026-08-24T13:59:36.291114+00:00,user_74,purchase,/api/orders,335,66.86,35.0,200
2026-08-24T13:59:36.301114+00:00,user_13,api_request,/api/users,298,76.69,76.52,200
2026-08-24T13:59:36.311114+00:00,user_87,api_request,/login,412,46.0,52.69,201
2026-08-24T13:59:36.321114+00:00,user_32,login,/products,112,44.22,43.75,400
2026-08-24T13:59:36.331114+00:00,user_32,page_view,/api/orders,599,48.13,49.53,200
2026-08-24T13:59:36.341114+00:00,user_70,page_view,/login,877,83.21,58.52,200
2026-08-24T13:59:36.351114+00:00,user_62,login,/api/users,998,74.05,36.55,200
2026-08-24T13:59:36.361114+00:00,user_34,search,/search,974,14.98,46.53,500
2026-08-24T13:59:36.371114+00:00,user_85,api_request,/api/orders,483,69.21,71.14,201
2026-08-24T13:59:36.381114+00:00,user_95,purchase,/,208,26.14,35.24,200
2026-08-24T13:59:36.391114+00:00,user_68,login,/,815,36.66,23.51,200
2026-08-24T13:59:36.401114+00:00,user_87,login,/api/users,570,16.81,33.01,200
2026-08-24T13:59:36.411114+00:00,user_6,purchase,/login,172,90.04,59.88,200
2026-08-24T13:59:36.421114+00:00,user_34,login,/checkout,479,65.88,59.57,200
2026-08-24T13:59:36.431114+00:00,user_59,logout,/login,294,32.58,29.16,200
2026-08-24T13:59:36.441114+00:00,user_10,purchase,/products,59,48.95,89.89,500
2026-08-24T13:59:36.451114+00:00,user_32,logout,/search,568,32.54,85.33,404
2026-08-24T13:59:36.461114+00:00,user_84,purchase,/,211,47.25,58.03,200
2026-08-24T13:59:36.471114+00:00,user_18,logout,/login,733,79.45,40.96,200
2026-08-24T13:59:36.481114+00:00,user_78,login,/checkout,961,19.1,58.73,200
2026-08-24T13:59:36.491114+00:00,user_33,page_view,/login,258,68.44,79.7,200
2026-08-24T13:59:36.501114+00:00,user_99,login,/search,699,46.0,39.37,200
2026-08-24T13:59:36.511114+00:00,user_2,page_view,/login,215,73.0,58.62,200
2026-08-24T13:59:36.521114+00:00,user_48,purchase,/dashboard,954,68.74,30.43,200
2026-08-24T13:59:36.531114+00:00,user_6,logout,/products,490,20.83,41.58,404
2026-08-24T13:59:36.541114+00:00,user_53,purchase,/dashboard,748,31.21,27.2,201
2026-08-24T13:59:36.551114+00:00,user_23,search,/,997,89.04,80.52,500
2026-08-24T13:59:36.561114+00:00,user_86,api_request,/products,233,72.61,43.25,404
2026-08-24T13:59:36.571114+00:00,user_5,search,/products,323,23.53,69.09,200
2026-08-24T13:59:36.581114+00:00,user_30,login,/,254,79.41,52.22,200
2026-08-24T13:59:36.591114+00:00,user_99,logout,/checkout,725,26.42,42.98,400
2026-08-24T13:59:36.601114+00:00,user_43,page_view,/login,706,53.3,67.57,400
2026-08-24T13:59:36.611114+00:00,user_34,page_view,/login,948,92.48,32.5,500
2026-08-24T13:59:36.621114+00:00,user_78,purchase,/login,660,46.94,71.0,200
2026-08-24T13:59:36.631114+00:00,user_56,page_view,/products,444,86.46,33.31,200
2026-08-24T13:59:36.641114+00:00,user_80,logout,/login,422,46.66,86.42,404
2026-08-24T13:59:36.651114+00:00,user_42,search,/search,787,86.5,55.5,200
2026-08-24T13:59:36.661114+00:00,user_87,api_request,/dashboard,617,20.82,49.43,404
2026-08-24T13:59:36.671114+00:00,user_39,logout,/products,680,58.37,48.43,400
2026-08-24T13:59:36.681114+00:00,user_57,search,/products,490,76.79,62.47,200
2026-08-24T13:59:36.691114+00:00,user_22,api_request,/login,573,50.22,83.08,201
2026-08-24T13:59:36.701114+00:00,user_97,login,/search,340,53.81,64.31,200
2026-08-24T13:59:36.711114+00:00,user_61,purchase,/login,280,78.56,30.31,200
2026-08-24T13:59:36.721114+00:00,user_90,search,/api/orders,516,45.23,64.08,200
2026-08-24T13:59:36.731114+00:00,user_97,page_view,/api/users,459,30.74,65.92,200
2026-08-24T13:59:36.741114+00:00,user_7,purchase,/products,274,24.95,87.06,200
2026-08-24T13:59:36.751114+00:00,user_86,purchase,/checkout,989,82.11,51.95,400
