timestamp,user_id,event_type,endpoint,response_time_ms,cpu_percent,memory_percent,status_code
2026-08-24T13:59:38.041027+00:00,user_27,logout,/products,96,28.74,88.91,200
2026-08-24T13:59:38.051027+00:00,user_1,search,/api/users,835,21.66,37.89,200
2026-08-24T13:59:38.061027+00:00,user_72,api_request,/checkout,229,20.98,57.28,200
2026-08-24T13:59:38.071027+00:00,user_59,page_view,/checkout,123,43.75,71.94,200
2026-08-24T13:59:38.081027+00:00,user_38,page_view,/api/users,639,46.49,48.31,200
2026-08-24T13:59:38.091027+00:00,user_59,api_request,/checkout,71,92.13,32.03,404
2026-08-24T13:59:38.101027+00:00,user_52,purchase,/login,140,47.12,27.41,200
2026-08-24T13:59:38.111027+00:00,user_100,login,/login,455,83.99,72.21,200
2026-08-24T13:59:38.121027+00:00,user_100,logout,/checkout,572,63.82,57.14,200
2026-08-24T13:59:38.131027+00:00,user_14,login,/search,794,91.45,65.18,200
2026-08-24T13:59:38.141027+00:00,user_10,login,/api/orders,252,24.75,30.7,201
2026-08-24T13:59:38.151027+00:00,user_73,api_request,/checkout,525,74.13,73.19,200
2026-08-24T13:59:38.161027+00:00,user_61,search,/search,934,92.53,42.13,200
2026-08-24T13:59:38.171027+00:00,user_40,search,/api/orders,865,33.35,23.93,200
2026-08-24T13:59:38.181027+00:00,user_12,purchase,/api/users,88,14.84,78.22,200
2026-08-24T13:59:38.191027+00:00,user_6,search,/products,523,59.33,86.8,201
2026-08-24T13:59:38.201027+00:00,user_58,page_view,/checkout,379,61.43,55.1,500
2026-08-24T13:59:38.211027+00:00,user_91,search,/api/orders,781,17.17,65.23,200
2026-08-24T13:59:38.221027+00:00,user_37,search,/api/users,586,54.43,31.11,200
2026-08-24T13:59:38.231027+00:00,user_83,logout,/login,843,38.76,61.85,201
2026-08-24T13:59:38.241027+00:00,user_93,api_request,/dashboard,387,18.03,67.49,200
2026-08-24T13:59:38.251027+00:00,user_40,api_request,/api/users,391,16.93,66.45,404
2026-08-24T13:59:38.261027+00:00,user_49,api_request,/checkout,182,60.58,85.66,200
2026-08-24T13:59:38.271027+00:00,user_88,purchase,/login,882,20.86,69.2,404
2026-08-24T13:59:38.281027+00:00,user_40,login,/products,711,66.99,55.59,200
2026-08-24T13:59:38.291027+00:00,user_18,login,/login,399,90.55,54.04,200
2026-08-24T13:59:38.301027+00:00,user_95,purchase,/,352,81.78,27.08,201
2026-08-24T13:59:38.311027+00:00,user_49,login,/dashboard,727,38.62,73.64,200
2026-08-24T13:59:38.321027+00:00,user_22,api_request,/api/orders,235,80.66,73.98,400
2026-08-24T13:59:38.331027+00:00,user_57,purchase,/search,94,44.92,67.35,200
2026-08-24T13:59:38.341027+00:00,user_40,search,/products,820,73.63,51.42,200
2026-08-24T13:59:38.351027+00:00,user_99,logout,/api/users,426,67.66,59.93,200
2026-08-24T13:59:38.361027+00:00,user_78,login,/search,564,54.83,87.64,400
2026-08-24T13:59:38.371027+00:00,user_14,api_request,/login,103,64.5,81.19,200
2026-08-24T13:59:38.381027+00:00,user_66,login,/api/users,341,17.13,31.22,200
2026-08-24T13:59:38.391027+00:00,user_45,page_view,/api/users,143,90.45,35.54,200
2026-08-24T13:59:38.401027+00:00,user_11,logout,/products,104,43.7,46.18,200
2026-08-24T13:59:38.411027+00:00,user_43,login,/dashboard,78,37.09,26.94,201
2026-08-24T13:59:38.421027+00:00,user_18,api_request,/api/orders,89,34.38,78.08,200
2026-08-24T13:59:38.431027+00:00,user_28,login,/api/users,509,62.3,83.41,200
2026-08-24T13:59:38.441027+00:00,user_31,search,/api/orders,163,75.97,36.63,200
2026-08-24T13:59:38.451027+00:00,user_3,api_request,/products,114,19.42,83.36,200
2026-08-24T13:59:38.461027+00:00,user_31,purchase,/api/users,785,22.2,50.05,200
2026-08-24T13:59:38.471027+00:00,user_9,purchase,/,241,66.47,25.99,500
2026-08-24T13:59:38.481027+00:00,user_48,logout,/,449,84.23,23.05,200
2026-08-24T13:59:38.491027+00:00,user_81,page_view,/checkout,415,77.02,44.14,201
2026-08-24T13:59:38.501027+00:00,user_23,api_request,/api/orders,186,13.77,58.22,400
2026-08-24T13:59:38.511027+00:00,user_92,search,/,762,50.68,32.76,200
2026-08-24T13:59:38.521027+00:00,user_41,logout,/api/users,350,27.14,75.38,404
2026-08-24T13:59:38.531027+00:00,user_25,logout,/checkout,884,56.16,37.73,201
2026-08-24T13:59:38.541027+00:00,user_16,logout,/api/users,932,76.37,80.61,200
2026-08-24T13:59:38.551027+00:00,user_44,login,/api/orders,960,44.0,50.78,500
2026-08-24T13:59:38.561027+00:00,user_11,api_request,/api/users,758,52.29,84.7,200
2026-08-24T13:59:38.571027+00:00,user_38,logout,/login,130,46.6,89.66,200
2026-08-24T13:59:38.581027+00:00,user_92,search,/dashboard,131,37.87,40.69,200
2026-08-24T13:59:38.591027+00:00,user_46,purchase,/api/users,756,47.73,51.3,201
2026-08-24T13:59:38.601027+00:00,user_86,api_request,/api/users,331,64.35,75.4,200
2026-08-24T13:59:38.611027+00:00,user_4,login,/api/orders,422,53.61,72.49,200
2026-08-24T13:59:38.621027+00:00,user_47,search,/,85,20.73,36.52,200
2026-08-24T13:59:38.631027+00:00,user_57,page_view,/dashboard,669,23.04,51.49,200
2026-08-24T13:59:38.641027+00:00,user_15,page_view,/dashboard,592,41.19,42.01,200
2026-08-24T13:59:38.651027+00:00,user_100,logout,/api/orders,561,54.01,83.95,200
2026-08-24T13:59:38.661027+00:00,user_63,login,/login,269,94.69,39.99,404
2026-08-24T13:59:38.671027+00:00,user_57,page_view,/checkout,188,82.49,51.64,404
2026-08-24T13:59:38.681027+00:00,user_39,login,/dashboard,733,39.53,24.55,200
2026-08-24T13:59:38.691027+00:00,user_18,login,/api/orders,862,40.73,35.7,500
2026-08-24T13:59:38.701027+00:00,user_71,login,/login,76,40.68,60.06,200
2026-08-24T13:59:38.711027+00:00,user_68,search,/api/users,117,36.29,89.97,201
2026-08-24T13:59:38.721027+00:00,user_10,search,/api/orders,893,58.87,28.77,200
2026-08-24T13:59:38.731027+00:00,user_71,api_request,/dashboard,746,53.98,28.98,400
2026-08-24T13:59:38.741027+00:00,user_8,page_view,/dashboard,836,92.13,50.28,404
2026-08-24T13:59:38.751027+00:00,user_45,purchase,/search,361,24.0,42.59,201
2026-08-24T13:59:38.761027+00:00,user_36,login,/search,916,16.7,33.74,500
2026-08-24T13:59:38.771027+00:00,user_75,login,/dashboard,679,55.35,55.18,200
2026-08-24T13:59:38.781027+00:00,user_73,page_view,/,724,63.08,83.14,200
2026-08-24T13:59:38.791027+00:00,user_84,login,/api/users,133,13.86,64.9,200
2026-08-24T13:59:38.801027+00:00,user_38,api_request,/search,682,64.31,54.86,200
2026-08-24T13:59:38.811027+00:00,user_59,page_view,/,544,30.81,76.51,200
2026-08-24T13:59:38.821027+00:00,user_78,login,/checkout,211,47.37,53.9,200
