timestamp,user_id,event_type,endpoint,response_time_ms,cpu_percent,memory_percent,status_code
2026-08-24T13:59:42.073692+00:00,user_44,logout,/,961,53.21,34.48,200
2026-08-24T13:59:42.083692+00:00,user_80,purchase,/api/orders,886,28.95,51.81,200
2026-08-24T13:59:42.093692+00:00,user_98,api_request,/products,783,65.86,70.11,200
2026-08-24T13:59:42.103692+00:00,user_38,purchase,/checkout,52,39.02,78.09,500
2026-08-24T13:59:42.113692+00:00,user_92,api_request,/api/users,768,19.04,82.78,200
2026-08-24T13:59:42.123692+00:00,user_51,login,/api/orders,159,31.61,33.71,200
2026-08-24T13:59:42.133692+00:00,user_54,page_view,/login,894,76.42,70.18,200
2026-08-24T13:59:42.143692+00:00,user_65,login,/api/orders,840,85.8,52.02,200
2026-08-24T13:59:42.153692+00:00,user_75,search,/dashboard,54,55.08,23.4,404
2026-08-24T13:59:42.163692+00:00,user_50,api_request,/checkout,758,59.18,71.13,200
2026-08-24T13:59:42.173692+00:00,user_89,login,/search,566,84.92,49.31,200
2026-08-24T13:59:42.183692+00:00,user_18,login,/api/users,457,91.91,87.93,200
2026-08-24T13:59:42.193692+00:00,user_90,purchase,/checkout,666,69.5,72.39,200
2026-08-24T13:59:42.203692+00:00,user_27,purchase,/search,778,72.63,58.75,200
2026-08-24T13:59:42.213692+00:00,user_84,login,/checkout,753,39.35,67.07,500
2026-08-24T13:59:42.223692+00:00,user_74,api_request,/api/users,777,19.81,44.66,200
2026-08-24T13:59:42.233692+00:00,user_55,page_view,/login,740,73.57,78.9,200
2026-08-24T13:59:42.243692+00:00,user_35,login,/search,75,42.37,23.71,200
2026-08-24T13:59:42.253692+00:00,user_38,login,/,749,31.3,78.76,200
2026-08-24T13:59:42.263692+00:00,user_95,purchase,/products,417,79.19,27.17,400
2026-08-24T13:59:42.273692+00:00,user_90,logout,/,810,65.01,47.22,200
2026-08-24T13:59:42.283692+00:00,user_88,logout,/,998,42.43,49.16,201
2026-08-24T13:59:42.293692+00:00,user_57,login,/checkout,63,73.21,34.22,400
2026-08-24T13:59:42.303692+00:00,user_93,login,/search,823,60.01,71.69,200
2026-08-24T13:59:42.313692+00:00,user_23,api_request,/login,509,25.08,67.79,200
2026-08-24T13:59:42.323692+00:00,user_21,purchase,/search,436,13.45,39.54,200
2026-08-24T13:59:42.333692+00:00,user_20,logout,/,55,38.1,69.68,200
2026-08-24T13:59:42.343692+00:00,user_63,purchase,/checkout,842,89.25,63.09,200
2026-08-24T13:59:42.353692+00:00,user_24,purchase,/login,124,76.64,42.25,200
2026-08-24T13:59:42.363692+00:00,user_12,logout,/products,855,52.94,49.12,200
2026-08-24T13:59:42.373692+00:00,user_28,purchase,/api/orders,954,28.14,43.23,200
2026-08-24T13:59:42.383692+00:00,user_86,logout,/api/orders,624,80.01,88.68,200
2026-08-24T13:59:42.393692+00:00,user_6,api_request,/checkout,296,86.88,62.96,200
2026-08-24T13:59:42.403692+00:00,user_70,api_request,/search,440,87.85,86.15,200
2026-08-24T13:59:42.413692+00:00,user_66,search,/api/orders,75,87.46,77.55,200
2026-08-24T13:59:42.423692+00:00,user_11,page_view,/dashboard,94,35.2,65.61,200
2026-08-24T13:59:42.433692+00:00,user_86,api_request,/products,841,55.73,20.51,200
2026-08-24T13:59:42.443692+00:00,user_90,api_request,/api/users,935,68.26,78.5,200
