timestamp,user_id,event_type,endpoint,response_time_ms,cpu_percent,memory_percent,status_code
2026-08-24T13:59:37.030230+00:00,user_86,search,/checkout,952,48.32,72.53,200
2026-08-24T13:59:37.040230+00:00,user_46,logout,/checkout,79,52.02,42.75,200
2026-08-24T13:59:37.050230+00:00,user_2,purchase,/products,336,84.83,69.08,200
2026-08-24T13:59:37.060230+00:00,user_31,api_request,/api/orders,137,30.52,48.45,200
2026-08-24T13:59:37.070230+00:00,user_38,login,/api/users,711,70.51,51.37,200
2026-08-24T13:59:37.080230+00:00,user_71,purchase,/checkout,758,30.68,66.48,200
2026-08-24T13:59:37.090230+00:00,user_59,logout,/search,485,94.71,58.53,200
2026-08-24T13:59:37.100230+00:00,user_96,purchase,/dashboard,307,29.6,70.49,200
2026-08-24T13:59:37.110230+00:00,user_98,purchase,/search,246,28.39,53.89,201
2026-08-24T13:59:37.120230+00:00,user_39,page_view,/dashboard,152,80.77,40.74,200
2026-08-24T13:59:37.130230+00:00,user_17,api_request,/api/orders,330,13.87,23.82,200
2026-08-24T13:59:37.140230+00:00,user_57,logout,/dashboard,155,84.18,60.18,200
2026-08-24T13:59:37.150230+00:00,user_9,search,/api/orders,102,31.46,80.32,200
2026-08-24T13:59:37.160230+00:00,user_73,logout,/login,125,59.05,68.05,200
2026-08-24T13:59:37.170230+00:00,user_80,login,/api/users,304,20.07,73.51,200
2026-08-24T13:59:37.180230+00:00,user_55,logout,/,511,87.22,40.81,200
2026-08-24T13:59:37.190230+00:00,user_81,login,/search,674,91.61,26.95,201
2026-08-24T13:59:37.200230+00:00,user_21,page_view,/api/users,726,16.9,36.79,200
2026-08-24T13:59:37.210230+00:00,user_37,api_request,/search,511,68.6,52.89,200
2026-08-24T13:59:37.220230+00:00,user_34,api_request,/products,769,83.07,24.98,200
2026-08-24T13:59:37.230230+00:00,user_35,login,/login,485,19.76,35.74,200
2026-08-24T13:59:37.240230+00:00,user_73,logout,/api/orders,111,24.1,41.53,201
2026-08-24T13:59:37.250230+00:00,user_35,purchase,/api/orders,177,49.84,41.29,200
2026-08-24T13:59:37.260230+00:00,user_42,purchase,/search,498,16.84,22.79,200
2026-08-24T13:59:37.270230+00:00,user_74,purchase,/,76,17.76,87.33,400
2026-08-24T13:59:37.280230+00:00,user_97,login,/api/orders,833,67.14,38.87,200
2026-08-24T13:59:37.290230+00:00,user_75,search,/api/orders,581,65.38,84.13,200
2026-08-24T13:59:37.300230+00:00,user_14,login,/checkout,143,49.95,48.58,200
