timestamp,user_id,event_type,endpoint,response_time_ms,cpu_percent,memory_percent,status_code
2026-08-24T13:59:40.058590+00:00,user_89,purchase,/dashboard,506,41.8,52.41,200
2026-08-24T13:59:40.068590+00:00,user_11,page_view,/dashboard,403,94.8,53.79,200
2026-08-24T13:59:40.078590+00:00,user_62,logout,/api/orders,406,36.51,51.87,200
2026-08-24T13:59:40.088590+00:00,user_39,page_view,/login,149,47.24,68.77,200
2026-08-24T13:59:40.098590+00:00,user_22,api_request,/products,73,82.18,65.36,200
2026-08-24T13:59:40.108590+00:00,user_60,login,/api/users,578,24.83,31.21,200
2026-08-24T13:59:40.118590+00:00,user_4,api_request,/products,694,25.68,64.83,200
2026-08-24T13:59:40.128590+00:00,user_27,logout,/login,510,60.34,47.22,201
2026-08-24T13:59:40.138590+00:00,user_42,login,/api/orders,641,18.65,81.04,200
2026-08-24T13:59:40.148590+00:00,user_82,logout,/api/users,166,32.3,80.38,200
2026-08-24T13:59:40.158590+00:00,user_59,purchase,/dashboard,675,43.37,28.0,200
2026-08-24T13:59:40.168590+00:00,user_76,page_view,/dashboard,883,67.26,76.04,404
2026-08-24T13:59:40.178590+00:00,user_89,login,/api/users,370,20.02,41.38,200
2026-08-24T13:59:40.188590+00:00,user_63,api_request,/dashboard,478,60.7,60.24,200
2026-08-24T13:59:40.198590+00:00,user_58,purchase,/,618,24.18,40.22,200
2026-08-24T13:59:40.208590+00:00,user_50,purchase,/api/orders,936,40.52,20.67,200
2026-08-24T13:59:40.218590+00:00,user_63,login,/login,468,68.2,49.09,400
2026-08-24T13:59:40.228590+00:00,user_36,login,/search,628,12.62,73.27,200
2026-08-24T13:59:40.238590+00:00,user_64,purchase,/login,222,76.36,59.6,201
2026-08-24T13:59:40.248590+00:00,user_47,purchase,/,636,19.71,74.26,400
2026-08-24T13:59:40.258590+00:00,user_14,api_request,/products,828,71.11,58.24,500
2026-08-24T13:59:40.268590+00:00,user_12,search,/login,354,84.36,22.26,200
2026-08-24T13:59:40.278590+00:00,user_89,logout,/api/users,844,79.01,34.69,201
2026-08-24T13:59:40.288590+00:00,user_8,purchase,/checkout,219,62.37,74.94,400
2026-08-24T13:59:40.298590+00:00,user_91,logout,/search,595,33.89,57.71,200
2026-08-24T13:59:40.308590+00:00,user_87,page_view,/dashboard,636,32.72,80.06,500
2026-08-24T13:59:40.318590+00:00,user_84,login,/dashboard,818,76.78,84.31,500
2026-08-24T13:59:40.328590+00:00,user_87,search,/api/orders,305,22.43,42.55,200
2026-08-24T13:59:40.338590+00:00,user_58,page_view,/login,195,59.08,38.81,200
2026-08-24T13:59:40.348590+00:00,user_48,search,/api/orders,462,53.83,39.48,404
2026-08-24T13:59:40.358590+00:00,user_12,api_request,/api/orders,385,59.47,80.82,400
2026-08-24T13:59:40.368590+00:00,user_69,search,/products,700,66.45,45.08,200
2026-08-24T13:59:40.378590+00:00,user_37,logout,/dashboard,489,80.11,54.63,200
2026-08-24T13:59:40.388590+00:00,user_98,page_view,/,629,82.46,75.18,404
2026-08-24T13:59:40.398590+00:00,user_21,search,/api/orders,151,63.23,78.57,200
2026-08-24T13:59:40.408590+00:00,user_17,api_request,/search,50,94.31,49.95,500
2026-08-24T13:59:40.418590+00:00,user_47,logout,/login,212,84.33,81.36,200
2026-08-24T13:59:40.428590+00:00,user_81,logout,/products,430,66.48,65.42,200
2026-08-24T13:59:40.438590+00:00,user_62,page_view,/dashboard,489,65.72,69.26,200
2026-08-24T13:59:40.448590+00:00,user_90,logout,/login,657,29.23,67.6,200
2026-08-24T13:59:40.458590+00:00,user_50,page_view,/login,930,45.9,29.25,200
2026-08-24T13:59:40.468590+00:00,user_100,login,/dashboard,155,36.63,81.67,200
2026-08-24T13:59:40.478590+00:00,user_57,logout,/products,120,55.09,20.59,200
2026-08-24T13:59:40.488590+00:00,user_57,login,/login,693,73.6,84.39,200
2026-08-24T13:59:40.498590+00:00,user_50,logout,/api/users,968,18.54,72.67,200
2026-08-24T13:59:40.508590+00:00,user_32,purchase,/search,372,77.24,37.35,200
2026-08-24T13:59:40.518590+00:00,user_39,login,/products,847,90.01,21.88,400
2026-08-24T13:59:40.528590+00:00,user_31,search,/api/users,815,43.3,65.23,201
2026-08-24T13:59:40.538590+00:00,user_2,logout,/checkout,165,30.49,64.67,200
2026-08-24T13:59:40.548590+00:00,user_70,api_request,/dashboard,185,42.88,78.73,200
2026-08-24T13:59:40.558590+00:00,user_76,page_view,/,831,50.04,89.12,200
2026-08-24T13:59:40.568590+00:00,user_51,purchase,/search,318,28.34,84.58,404
2026-08-24T13:59:40.578590+00:00,user_52,page_view,/dashboard,693,70.57,73.7,200
2026-08-24T13:59:40.588590+00:00,user_20,purchase,/checkout,334,17.11,25.53,404
2026-08-24T13:59:40.598590+00:00,user_83,page_view,/search,450,59.85,73.43,200
2026-08-24T13:59:40.608590+00:00,user_32,page_view,/api/users,765,47.19,86.74,200
2026-08-24T13:59:40.618590+00:00,user_95,api_request,/dashboard,168,48.54,62.62,200
2026-08-24T13:59:40.628590+00:00,user_64,logout,/search,172,11.08,29.6,200
2026-08-24T13:59:40.638590+00:00,user_94,page_view,/,220,41.61,72.48,400
2026-08-24T13:59:40.648590+00:00,user_92,purchase,/login,393,78.6,39.04,200
2026-08-24T13:59:40.658590+00:00,user_73,login,/checkout,558,48.69,45.21,200
2026-08-24T13:59:40.668590+00:00,user_93,page_view,/products,211,31.68,27.2,200
2026-08-24T13:59:40.678590+00:00,user_32,page_view,/api/orders,808,53.25,23.08,400
2026-08-24T13:59:40.688590+00:00,user_5,purchase,/api/users,422,42.55,30.51,404
2026-08-24T13:59:40.698590+00:00,user_35,page_view,/checkout,279,37.35,49.14,201
2026-08-24T13:59:40.708590+00:00,user_67,page_view,/api/users,172,52.67,83.14,200
2026-08-24T13:59:40.718590+00:00,user_40,logout,/login,120,84.54,80.62,201
2026-08-24T13:59:40.728590+00:00,user_39,api_request,/products,616,48.82,45.82,200
2026-08-24T13:59:40.738590+00:00,user_100,login,/products,525,41.3,88.03,500
2026-08-24T13:59:40.748590+00:00,user_45,api_request,/,204,10.54,48.7,200
2026-08-24T13:59:40.758590+00:00,user_94,logout,/login,393,10.12,66.01,400
2026-08-24T13:59:40.768590+00:00,user_8,login,/search,260,55.03,36.67,200
2026-08-24T13:59:40.778590+00:00,user_53,api_request,/checkout,145,13.73,36.2,400
2026-08-24T13:59:40.788590+00:00,user_18,api_request,/api/users,519,92.84,25.94,200
2026-08-24T13:59:40.798590+00:00,user_17,login,/search,126,60.31,24.36,200
2026-08-24T13:59:40.808590+00:00,user_95,logout,/checkout,317,82.33,84.82,200
2026-08-24T13:59:40.818590+00:00,user_100,purchase,/login,513,33.12,25.23,200
2026-08-24T13:59:40.828590+00:00,user_16,purchase,/checkout,209,18.98,51.47,200
2026-08-24T13:59:40.838590+00:00,user_16,page_view,/dashboard,838,27.65,41.58,200
2026-08-24T13:59:40.848590+00:00,user_6,login,/checkout,876,68.31,77.85,200
2026-08-24T13:59:40.858590+00:00,user_66,page_view,/search,201,17.75,37.38,200
2026-08-24T13:59:40.868590+00:00,user_58,purchase,/products,316,79.71,32.17,500
2026-08-24T13:59:40.878590+00:00,user_2,page_view,/products,146,49.27,76.27,200
2026-08-24T13:59:40.888590+00:00,user_83,page_view,/search,183,26.84,48.04,200
2026-08-24T13:59:40.898590+00:00,user_83,search,/dashboard,989,79.08,21.53,200
2026-08-24T13:59:40.908590+00:00,user_6,search,/,144,86.93,78.05,200
2026-08-24T13:59:40.918590+00:00,user_64,page_view,/api/users,222,88.55,50.32,201
2026-08-24T13:59:40.928590+00:00,user_36,logout,/api/orders,749,46.27,44.78,404
2026-08-24T13:59:40.938590+00:00,user_83,logout,/api/orders,954,22.63,62.99,200
2026-08-24T13:59:40.948590+00:00,user_50,login,/api/users,471,85.04,53.53,200
2026-08-24T13:59:40.958590+00:00,user_70,page_view,/api/users,254,64.63,75.8,200
2026-08-24T13:59:40.968590+00:00,user_45,purchase,/checkout,850,70.64,53.58,201
2026-08-24T13:59:40.978590+00:00,user_4,logout,/,447,32.99,21.82,200
2026-08-24T13:59:40.988590+00:00,user_30,login,/login,878,94.28,57.06,201
2026-08-24T13:59:40.998590+00:00,user_95,page_view,/products,303,65.83,38.66,400
2026-08-24T13:59:41.008590+00:00,user_23,login,/products,639,81.95,75.82,200
2026-08-24T13:59:41.018590+00:00,user_76,page_view,/checkout,656,37.03,71.67,200
2026-08-24T13:59:41.028590+00:00,user_64,purchase,/search,631,57.91,59.42,200
2026-08-24T13:59:41.038590+00:00,user_29,page_view,/api/orders,229,51.69,26.32,200
2026-08-24T13:59:41.048590+00:00,user_44,api_request,/dashboard,50,38.2,62.99,400
